,Model,Displ,Cyl,Trans,Drive,Fuel,Region,Stnd,Description,ID,Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
660,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV03.65P3,large car,3,19,30,23,5,No,389
661,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV03.65P3,large car,3,19,30,23,5,No,389
662,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV03.65P3,large car,3,18,27,21,4,No,415
663,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV03.65P3,large car,3,18,27,21,4,No,415
664,DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV05.75P5,large car,3,16,25,19,3,No,466
665,DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV05.75P5,large car,3,16,25,19,3,No,466
666,DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.45P0,large car,1,15,24,18,3,No,500
667,DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.45P0,large car,1,15,24,18,3,No,500
668,DODGE Charger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.25P0,large car,1,12,21,15,2,No,592
669,DODGE Charger SRT Widebody,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.25P0,large car,1,12,21,15,2,No,592
670,DODGE Charger Widebody,6.4,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV06.45P0,large car,1,15,24,18,3,No,500
671,DODGE Charger Widebody,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV06.45P0,large car,1,15,24,18,3,No,500
672,DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LCRXT03.65P5,standard SUV,7,19,26,21,4,No,414
673,DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LCRXT03.65P5,standard SUV,7,19,26,21,4,No,414
674,DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LCRXT03.65P5,standard SUV,7,18,25,21,4,No,427
675,DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LCRXT03.65P5,standard SUV,7,18,25,21,4,No,427
676,DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P5,standard SUV,3,14,22,17,3,No,525
677,DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P5,standard SUV,3,14,22,17,3,No,525
678,DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P5,standard SUV,3,14,22,17,3,No,533
679,DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P5,standard SUV,3,14,22,17,3,No,533
680,DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXT06.45P1,standard SUV,1,13,19,15,2,No,584
681,DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXT06.45P1,standard SUV,1,13,19,15,2,No,584
682,DODGE Grand Caravan,3.6,6,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT03.65P0,minivan,5,17,25,20,4,No,445
683,DODGE Grand Caravan,3.6,6,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT03.65P0,minivan,5,17,25,20,4,No,445
684,DODGE Journey,2.4,4,Auto-4,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT02.4FP2,small SUV,3,19,25,21,4,No,420
685,FERRARI 488 Pista,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,15,20,17,3,No,524
686,FERRARI 488 Pista,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,15,20,17,3,No,524
687,FERRARI 488 Pista Spider,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,15,19,17,3,No,531
688,FERRARI 488 Pista Spider,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,15,19,17,3,No,531
689,FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV06.5GDI,small car,3,12,16,13,1,No,661
690,FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV06.5GDI,small car,3,12,16,13,1,No,661
691,FERRARI F8 Tributo,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,15,19,16,2,No,541
692,FERRARI F8 Tributo,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,15,19,16,2,No,541
693,FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV06.5GDI,small car,3,12,17,13,1,No,661
694,FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV06.5GDI,small car,3,12,17,13,1,No,661
695,FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,15,21,17,3,No,524
696,FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,15,21,17,3,No,524
697,FERRARI Portofino,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFEXV03.9TUR,small car,3,16,22,18,3,No,485
698,FERRARI Portofino,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFEXV03.9TUR,small car,3,16,22,18,3,No,485
699,FIAT 124 Spider,1.4,4,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV01.45P0,small car,3,25,36,29,6,No,302
700,FIAT 124 Spider,1.4,4,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV01.45P0,small car,3,25,36,29,6,No,302
701,FIAT 124 Spider,1.4,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV01.45P0,small car,3,26,35,30,7,No,298
702,FIAT 124 Spider,1.4,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV01.45P0,small car,3,26,35,30,7,No,298
703,FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXV01.45P0,station wagon,3,22,30,25,5,No,356
704,FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXV01.45P0,station wagon,3,22,30,25,5,No,356
705,FIAT 500X,1.3,4,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LCRXT01.35P0,small SUV,6,24,30,26,5,No,342
706,FIAT 500X,1.3,4,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LCRXT01.35P0,small SUV,6,24,30,26,5,No,342
707,FORD EcoSport,1.0,3,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT01.01B7,small SUV,5,27,29,28,6,No,318
708,FORD EcoSport,1.0,3,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT01.01B7,small SUV,5,27,29,28,6,No,318
709,FORD EcoSport,2.0,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.01B2,small SUV,5,23,29,25,5,No,355
710,FORD EcoSport,2.0,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.01B2,small SUV,5,23,29,25,5,No,355
711,FORD Edge,2.0,4,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02JU,small SUV,5,21,29,24,5,No,369
712,FORD Edge,2.0,4,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02JU,small SUV,5,21,29,24,5,No,369
713,FORD Edge,2.0,4,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02JU,small SUV,5,21,28,23,5,No,384
714,FORD Edge,2.0,4,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02JU,small SUV,5,21,28,23,5,No,384
715,FORD Edge,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02JU,small SUV,5,21,28,23,5,No,384
716,FORD Edge,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02JU,small SUV,5,21,28,23,5,No,384
717,FORD Edge,2.7,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.72JQ,small SUV,5,19,26,21,4,No,417
718,FORD Edge,2.7,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.72JQ,small SUV,5,19,26,21,4,No,417
719,FORD Escape,1.5,3,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXT01.52X1,small SUV,7,27,33,30,7,Yes,297
720,FORD Escape,1.5,3,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXT01.52X1,small SUV,7,27,33,30,7,Yes,297
721,FORD Escape,1.5,3,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXT01.52X1,small SUV,7,26,31,28,6,No,319
722,FORD Escape,1.5,3,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXT01.52X1,small SUV,7,26,31,28,6,No,319
723,FORD Escape,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02Y1,small SUV,5,23,31,26,5,No,342
724,FORD Escape,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02Y1,small SUV,5,23,31,26,5,No,342
725,FORD Escape HEV,2.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXT02.52F1,small SUV,7,44,37,41,9,Yes,220
726,FORD Escape HEV,2.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXT02.52F1,small SUV,7,44,37,41,9,Yes,220
727,FORD Escape HEV,2.5,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXT02.52F1,small SUV,7,43,37,40,9,Yes,224
728,FORD Escape HEV,2.5,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXT02.52F1,small SUV,7,43,37,40,9,Yes,224
731,FORD Expedition,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,17,23,19,3,No,467
732,FORD Expedition,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,17,23,19,3,No,467
733,FORD Expedition,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,17,22,19,3,No,473
734,FORD Expedition,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,17,22,19,3,No,473
735,FORD Expedition MAX,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,17,23,19,3,No,467
736,FORD Expedition MAX,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,17,23,19,3,No,467
737,FORD Expedition MAX,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,16,21,18,3,No,494
738,FORD Expedition MAX,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,16,21,18,3,No,494
739,FORD Explorer,2.3,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.33U1,standard SUV,5,21,28,24,5,No,370
740,FORD Explorer,2.3,4,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.33U1,standard SUV,5,21,28,24,5,No,370
741,FORD Explorer,2.3,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.33U1,standard SUV,5,20,27,23,5,No,386
742,FORD Explorer,2.3,4,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.33U1,standard SUV,5,20,27,23,5,No,386
743,FORD Explorer,3.0,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.03U2,standard SUV,5,18,24,20,4,No,446
744,FORD Explorer,3.0,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.03U2,standard SUV,5,18,24,20,4,No,446
747,FORD Explorer HEV,3.3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.33F1,standard SUV,5,27,29,28,6,No,322
748,FORD Explorer HEV,3.3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.33F1,standard SUV,5,23,26,25,5,No,361
749,FORD Explorer HEV,3.3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.33F1,standard SUV,5,23,26,25,5,No,361
750,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.73JK,pickup,5,20,26,22,4,No,402
751,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.73JK,pickup,5,20,26,22,4,No,402
752,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.73JK,pickup,5,18,23,20,4,No,444
753,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.73JK,pickup,5,18,23,20,4,No,444
754,FORD F150,3.0,6,SemiAuto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,424
755,FORD F150,3.0,6,SemiAuto-10,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,21,29,24,4,No,420
756,FORD F150,3.0,6,SemiAuto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,424
757,FORD F150,3.0,6,SemiAuto-10,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LFMXT03.03DZ,pickup,1,21,29,24,4,No,420
758,FORD F150,3.0,6,SemiAuto-10,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,20,25,22,3,No,466
759,FORD F150,3.0,6,SemiAuto-10,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LFMXT03.03DZ,pickup,1,20,25,22,3,No,466
760,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54JK,pickup,5,17,23,19,3,No,468
761,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54JK,pickup,5,17,23,19,3,No,468
762,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54JK,pickup,5,16,22,18,3,No,488
763,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54JK,pickup,5,16,22,18,3,No,488
776,FORD F150 Limited,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54JM,pickup,5,17,22,19,3,No,466
777,FORD F150 Limited,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54JM,pickup,5,17,22,19,3,No,466
778,FORD F150 Limited,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54JM,pickup,5,17,21,19,3,No,467
779,FORD F150 Limited,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54JM,pickup,5,17,21,19,3,No,467
780,FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54JM,pickup,5,15,18,16,2,No,540
781,FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54JM,pickup,5,15,18,16,2,No,540
782,FORD F150 XL/XLT,3.0,6,SemiAuto-10,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,430
783,FORD F150 XL/XLT,3.0,6,SemiAuto-10,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LFMXT03.03DZ,pickup,1,21,28,24,4,No,430
784,FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXV01.5VZ3,midsize car,7,23,34,27,6,No,327
785,FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXV01.5VZ3,midsize car,7,23,34,27,6,No,327
786,FORD Fusion,2.0,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.0VEN,midsize car,5,21,31,25,5,No,355
787,FORD Fusion,2.0,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.0VEN,midsize car,5,21,31,25,5,No,355
788,FORD Fusion,2.0,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.0VEN,midsize car,5,20,29,23,5,No,384
789,FORD Fusion,2.0,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.0VEN,midsize car,5,20,29,23,5,No,384
790,FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.5VEU,midsize car,5,21,31,24,5,No,364
791,FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.5VEU,midsize car,5,21,31,24,5,No,364
794,FORD Fusion Hybrid,2.0,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXV02.0VZT,midsize car,7,43,41,42,9,Yes,211
795,FORD Fusion Hybrid,2.0,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXV02.0VZT,midsize car,7,43,41,42,9,Yes,211
796,FORD Fusion Hybrid Taxi,2.0,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXV02.0VZT,midsize car,7,43,40,41,9,Yes,217
797,FORD Fusion Hybrid Taxi,2.0,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXV02.0VZT,midsize car,7,43,40,41,9,Yes,217
800,FORD GT,3.5,6,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFMXV03.5VGT,small car,3,12,18,14,1,No,632
801,FORD GT,3.5,6,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFMXV03.5VGT,small car,3,12,18,14,1,No,632
802,FORD Mustang,2.3,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.3VJY,small car,5,21,30,24,5,No,364
803,FORD Mustang,2.3,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.3VJY,small car,5,21,30,24,5,No,364
804,FORD Mustang,2.3,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.3VJY,small car,5,21,32,25,5,No,354
805,FORD Mustang,2.3,4,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.3VJY,small car,5,21,32,25,5,No,354
806,FORD Mustang,5.0,8,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFMXV05.0VKN,small car,3,15,24,18,3,No,493
807,FORD Mustang,5.0,8,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFMXV05.0VKN,small car,3,15,24,18,3,No,493
808,FORD Mustang,5.0,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFMXV05.0VKN,small car,3,16,25,19,3,No,472
809,FORD Mustang,5.0,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFMXV05.0VKN,small car,3,16,25,19,3,No,472
810,FORD Mustang Bullitt,5.0,8,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFMXV05.0VKN,small car,3,14,23,17,3,No,514
811,FORD Mustang Bullitt,5.0,8,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFMXV05.0VKN,small car,3,14,23,17,3,No,514
812,FORD Mustang Convertible,2.3,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.3VJY,small car,5,20,28,23,5,No,386
813,FORD Mustang Convertible,2.3,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.3VJY,small car,5,20,28,23,5,No,386
814,FORD Mustang Convertible,2.3,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.3VJY,small car,5,20,28,23,5,No,387
815,FORD Mustang Convertible,2.3,4,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.3VJY,small car,5,20,28,23,5,No,387
816,FORD Mustang Convertible,5.0,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFMXV05.0VKN,small car,3,15,24,18,3,No,484
817,FORD Mustang Convertible,5.0,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFMXV05.0VKN,small car,3,15,24,18,3,No,484
818,FORD Mustang HO Convertible,2.3,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.3VJY,small car,5,19,26,22,4,No,406
819,FORD Mustang HO Convertible,2.3,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.3VJY,small car,5,19,26,22,4,No,406
820,FORD Mustang HO Convertible,2.3,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.3VJY,small car,5,20,27,23,5,No,386
821,FORD Mustang HO Convertible,2.3,4,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.3VJY,small car,5,20,27,23,5,No,386
822,FORD Mustang HO Coupe,2.3,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.3VJY,small car,5,20,27,23,5,No,389
823,FORD Mustang HO Coupe,2.3,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.3VJY,small car,5,20,27,23,5,No,389
824,FORD Mustang HO Coupe,2.3,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV02.3VJY,small car,5,20,28,23,5,No,386
825,FORD Mustang HO Coupe,2.3,4,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV02.3VJY,small car,5,20,28,23,5,No,386
826,FORD Ranger,2.3,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFMXT02.33MC,special purpose,3,19,18,18,3,No,485
827,FORD Ranger,2.3,4,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFMXT02.33MC,special purpose,3,19,18,18,3,No,485
828,FORD Ranger,2.3,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.33ME,pickup,5,21,26,23,5,No,387
829,FORD Ranger,2.3,4,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.33ME,pickup,5,21,26,23,5,No,387
830,FORD Ranger,2.3,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.33ME,pickup,5,20,24,22,4,No,404
831,FORD Ranger,2.3,4,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.33ME,pickup,5,20,24,22,4,No,404
832,FORD Shelby GT350 Mustang,5.2,8,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFMXV05.2VES,small car,3,14,21,16,2,No,550
833,FORD Shelby GT350 Mustang,5.2,8,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFMXV05.2VES,small car,3,14,21,16,2,No,550
834,FORD Shelby GT500 Mustang,5.2,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFMXV05.2VEZ,small car,3,12,18,14,1,No,631
835,FORD Shelby GT500 Mustang,5.2,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFMXV05.2VEZ,small car,3,12,18,14,1,No,631
840,FORD Transit Connect,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LFMXT02.02NP,special purpose,6,24,27,25,5,No,353
841,FORD Transit Connect,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LFMXT02.02NP,special purpose,6,24,29,26,5,No,344
